codigo,uf,custo,valor_venda,produto,fornecedor
C3.0263,PA,6.02,26.0,COSME PALETA DE SOMBRAS BASICA SARAH S BEAUTY,KAUAN
C3.0263,MT,6.02,26.0,COSME PALETA DE SOMBRAS BASICA SARAH S BEAUTY,KAUAN
C3.0264,GO,13.04,52.0,COSME KIT PINCEL 10 PCS BEAUTY E TRENDS,KAUAN
C3.0264,TO,13.17,53.0,COSME KIT PINCEL 10 PCS BEAUTY E TRENDS,KAUAN
C3.0264,PA,13.04,54.0,COSME KIT PINCEL 10 PCS BEAUTY E TRENDS,KAUAN
C3.0264,MT,13.04,54.0,COSME KIT PINCEL 10 PCS BEAUTY E TRENDS,KAUAN
C3.0265,GO,3.81,15.0,COSME FAIXA DE CABELO MAQUIAGEM,KAUAN
C3.0265,TO,3.85,16.0,COSME FAIXA DE CABELO MAQUIAGEM,KAUAN
C3.0265,PA,3.81,17.0,COSME FAIXA DE CABELO MAQUIAGEM,KAUAN
C3.0265,MT,3.81,17.0,COSME FAIXA DE CABELO MAQUIAGEM,KAUAN
C3.0266,GO,5.42,21.0,COSME MAX LOVE PRIMER HD,KAUAN
C3.0266,TO,5.47,22.0,COSME MAX LOVE PRIMER HD,KAUAN
C3.0266,PA,5.42,23.0,COSME MAX LOVE PRIMER HD,KAUAN
C3.0266,MT,5.42,23.0,COSME MAX LOVE PRIMER HD,KAUAN
C3.0267,GO,5.42,21.0,COSME VIVAI LIP TINT GEL MY LOVE,KAUAN
C3.0267,TO,5.47,22.0,COSME VIVAI LIP TINT GEL MY LOVE,KAUAN
C3.0267,PA,5.42,23.0,COSME VIVAI LIP TINT GEL MY LOVE,KAUAN
C3.0267,MT,5.42,23.0,COSME VIVAI LIP TINT GEL MY LOVE,KAUAN
C3.0268,GO,7.63,29.0,COSME DELINEADOR LIQUIDO PRETO RUBY ROSE,KAUAN
C3.0268,TO,7.7,30.0,COSME DELINEADOR LIQUIDO PRETO RUBY ROSE,KAUAN
C3.0268,PA,7.63,31.0,COSME DELINEADOR LIQUIDO PRETO RUBY ROSE,KAUAN
C3.0268,MT,7.63,31.0,COSME DELINEADOR LIQUIDO PRETO RUBY ROSE,KAUAN
C3.0269,GO,2.51,9.0,COSME UNHA POSTICA INFANTIL BLUE MOON,KAUAN
C3.0269,TO,2.53,10.0,COSME UNHA POSTICA INFANTIL BLUE MOON,KAUAN
C3.0269,PA,2.51,11.0,COSME UNHA POSTICA INFANTIL BLUE MOON,KAUAN
C3.0269,MT,2.51,11.0,COSME UNHA POSTICA INFANTIL BLUE MOON,KAUAN
C3.0270,GO,7.82,29.0,COSME BASE LIQUIDA MAX COBERTURA 500 505 MAX LOVE,KAUAN
C3.0270,TO,7.89,30.0,COSME BASE LIQUIDA MAX COBERTURA 500 505 MAX LOVE,KAUAN
C3.0270,PA,7.82,31.0,COSME BASE LIQUIDA MAX COBERTURA 500 505 MAX LOVE,KAUAN
C3.0270,MT,7.82,31.0,COSME BASE LIQUIDA MAX COBERTURA 500 505 MAX LOVE,KAUAN
C3.0271,GO,5.42,21.0,COSME BRUMA FIXADORA MISS ROSE GLOW FIX,KAUAN
C3.0271,TO,5.47,22.0,COSME BRUMA FIXADORA MISS ROSE GLOW FIX,KAUAN
C3.0271,PA,5.42,23.0,COSME BRUMA FIXADORA MISS ROSE GLOW FIX,KAUAN
C3.0271,MT,5.42,23.0,COSME BRUMA FIXADORA MISS ROSE GLOW FIX,KAUAN
C3.0272,GO,4.01,16.0,COSME BALM LABIAL MAGICO DREAM LIPS RUBY ROSE,KAUAN
C3.0272,TO,4.05,17.0,COSME BALM LABIAL MAGICO DREAM LIPS RUBY ROSE,KAUAN
C3.0272,PA,4.01,18.0,COSME BALM LABIAL MAGICO DREAM LIPS RUBY ROSE,KAUAN
C3.0272,MT,4.01,18.0,COSME BALM LABIAL MAGICO DREAM LIPS RUBY ROSE,KAUAN
C3.0273,GO,6.92,27.0,COSME BATOM LIQUIDO MATTE 30 HRS MAX LOVE,KAUAN
C3.0273,TO,6.99,28.0,COSME BATOM LIQUIDO MATTE 30 HRS MAX LOVE,KAUAN
C3.0273,PA,6.92,29.0,COSME BATOM LIQUIDO MATTE 30 HRS MAX LOVE,KAUAN
C3.0273,MT,6.92,29.0,COSME BATOM LIQUIDO MATTE 30 HRS MAX LOVE,KAUAN
C3.0274,GO,6.02,24.0,COSME BLUSH PROFISSIONAL MAKE RUBY ROSE,KAUAN
C3.0274,TO,6.08,25.0,COSME BLUSH PROFISSIONAL MAKE RUBY ROSE,KAUAN
C3.0274,PA,6.02,26.0,COSME BLUSH PROFISSIONAL MAKE RUBY ROSE,KAUAN
C3.0274,MT,6.02,26.0,COSME BLUSH PROFISSIONAL MAKE RUBY ROSE,KAUAN
C3.0275,GO,6.32,25.0,COSME PINCEL MAGICO,KAUAN
C3.0275,TO,6.38,26.0,COSME PINCEL MAGICO,KAUAN
C3.0275,PA,6.32,27.0,COSME PINCEL MAGICO,KAUAN
C3.0275,MT,6.32,27.0,COSME PINCEL MAGICO,KAUAN
C3.0276,GO,4.72,18.0,COSME VIVAI LPI GLOSS BALAO,KAUAN
C3.0276,TO,4.76,19.0,COSME VIVAI LPI GLOSS BALAO,KAUAN
C3.0276,PA,4.72,20.0,COSME VIVAI LPI GLOSS BALAO,KAUAN
C3.0276,MT,4.72,20.0,COSME VIVAI LPI GLOSS BALAO,KAUAN
C3.0277,GO,5.92,23.0,COSME VIVAI SOS BOCAO,KAUAN
C3.0277,TO,5.98,24.0,COSME VIVAI SOS BOCAO,KAUAN
C3.0277,PA,5.92,25.0,COSME VIVAI SOS BOCAO,KAUAN
C3.0277,MT,5.92,25.0,COSME VIVAI SOS BOCAO,KAUAN
C3.0278,GO,7.22,28.0,COSME SOMBRA SWEET BELLE ANGEL,KAUAN
C3.0278,TO,7.3,29.0,COSME SOMBRA SWEET BELLE ANGEL,KAUAN
C3.0278,PA,7.22,30.0,COSME SOMBRA SWEET BELLE ANGEL,KAUAN
C3.0278,MT,7.22,30.0,COSME SOMBRA SWEET BELLE ANGEL,KAUAN
C3.0279,GO,5.42,21.0,COSME SOMBRA GLITTER JASMYNE,KAUAN
C3.0279,TO,5.47,22.0,COSME SOMBRA GLITTER JASMYNE,KAUAN
C3.0279,PA,5.42,23.0,COSME SOMBRA GLITTER JASMYNE,KAUAN
C3.0279,MT,5.42,23.0,COSME SOMBRA GLITTER JASMYNE,KAUAN
C3.0280,GO,6.92,27.0,COSME GLOSS LABIAL BLACK RAIN EFEITO MAGICO MAX LOVE,KAUAN
C3.0280,TO,6.99,28.0,COSME GLOSS LABIAL BLACK RAIN EFEITO MAGICO MAX LOVE,KAUAN
C3.0280,PA,6.92,29.0,COSME GLOSS LABIAL BLACK RAIN EFEITO MAGICO MAX LOVE,KAUAN
C3.0280,MT,6.92,29.0,COSME GLOSS LABIAL BLACK RAIN EFEITO MAGICO MAX LOVE,KAUAN
C3.0281,GO,7.42,29.0,COSME BASE LIQUIDA MATTE BELLE ANGEL,KAUAN
C3.0281,TO,7.5,30.0,COSME BASE LIQUIDA MATTE BELLE ANGEL,KAUAN
C3.0281,PA,7.42,31.0,COSME BASE LIQUIDA MATTE BELLE ANGEL,KAUAN
C3.0281,MT,7.42,31.0,COSME BASE LIQUIDA MATTE BELLE ANGEL,KAUAN
C3.0282,GO,8.83,35.0,COSME MASCARA CILIOS DEFINE E ALONGA RUBY ROSE  TROPICO,KAUAN
C3.0282,TO,8.92,36.0,COSME MASCARA CILIOS DEFINE E ALONGA RUBY ROSE  TROPICO,KAUAN
C3.0282,PA,8.83,37.0,COSME MASCARA CILIOS DEFINE E ALONGA RUBY ROSE  TROPICO,KAUAN
C3.0282,MT,8.83,37.0,COSME MASCARA CILIOS DEFINE E ALONGA RUBY ROSE  TROPICO,KAUAN
C3.0283,GO,3.61,14.0,COSME LENCO DEMAQUILANTE ROSA ROSQUETA FENZA,KAUAN
C3.0283,TO,3.65,15.0,COSME LENCO DEMAQUILANTE ROSA ROSQUETA FENZA,KAUAN
C3.0283,PA,3.61,16.0,COSME LENCO DEMAQUILANTE ROSA ROSQUETA FENZA,KAUAN
C3.0283,MT,3.61,16.0,COSME LENCO DEMAQUILANTE ROSA ROSQUETA FENZA,KAUAN
C3.0294,GO,57.84,172.0,COELHINHO SALTADOR A PILHA H10054,TUKA TOY
C3.0294,TO,58.41,174.0,COELHINHO SALTADOR A PILHA H10054,TUKA TOY
C3.0294,PA,57.84,176.0,COELHINHO SALTADOR A PILHA H10054,TUKA TOY
C3.0294,MT,57.84,176.0,COELHINHO SALTADOR A PILHA H10054,TUKA TOY
C3.0295,GO,25.55,76.0,COELHINHO FELIZ DIA 550988330,TUKA TOY
C3.0295,TO,25.8,78.0,COELHINHO FELIZ DIA 550988330,TUKA TOY
C3.0295,PA,25.55,80.0,COELHINHO FELIZ DIA 550988330,TUKA TOY
C3.0295,MT,25.55,80.0,COELHINHO FELIZ DIA 550988330,TUKA TOY
C3.0296,GO,33.24,98.0,COELHINHO RECHEADO H1034,TUKA TOY
C3.0296,TO,33.57,99.0,COELHINHO RECHEADO H1034,TUKA TOY
C3.0296,PA,33.24,99.0,COELHINHO RECHEADO H1034,TUKA TOY
C3.0296,MT,33.24,99.0,COELHINHO RECHEADO H1034,TUKA TOY
P16.0055,GO,26.36,78.0,PELUCIA BONECA DE PANO H10056,TUKA TOY
P16.0055,TO,26.63,80.0,PELUCIA BONECA DE PANO H10056,TUKA TOY
P16.0055,PA,26.36,80.0,PELUCIA BONECA DE PANO H10056,TUKA TOY
P16.0055,MT,26.36,80.0,PELUCIA BONECA DE PANO H10056,TUKA TOY
P16.0056,GO,30.16,90.0,PELUCIA  GATINHO SONORO 18009M28,TUKA TOY
P16.0056,TO,30.46,92.0,PELUCIA  GATINHO SONORO 18009M28,TUKA TOY
P16.0056,PA,30.16,92.0,PELUCIA  GATINHO SONORO 18009M28,TUKA TOY
P16.0056,MT,30.16,92.0,PELUCIA  GATINHO SONORO 18009M28,TUKA TOY
P16.0057,GO,27.09,81.0,PELUCIA DIVERSOS 12844,TUKA TOY
P16.0057,TO,27.36,83.0,PELUCIA DIVERSOS 12844,TUKA TOY
P16.0057,PA,27.09,83.0,PELUCIA DIVERSOS 12844,TUKA TOY
P16.0057,MT,27.09,83.0,PELUCIA DIVERSOS 12844,TUKA TOY
P16.0058,GO,20.79,62.0,PELUCIA CORACAO G VTK332107750U,TUKA TOY
P16.0058,TO,21.0,64.0,PELUCIA CORACAO G VTK332107750U,TUKA TOY
P16.0058,PA,20.79,64.0,PELUCIA CORACAO G VTK332107750U,TUKA TOY
P16.0058,MT,20.79,64.0,PELUCIA CORACAO G VTK332107750U,TUKA TOY
P16.0059,GO,20.79,62.0,PELUCIA CORACAO M 159427,TUKA TOY
P16.0059,TO,21.0,64.0,PELUCIA CORACAO M 159427,TUKA TOY
P16.0059,PA,20.79,64.0,PELUCIA CORACAO M 159427,TUKA TOY
P16.0059,MT,20.79,64.0,PELUCIA CORACAO M 159427,TUKA TOY
P16.0060,GO,59.99,179.0,PELUCIA GALAXIAS DIVERSOS 2729028,TUKA TOY
P16.0060,TO,60.59,180.0,PELUCIA GALAXIAS DIVERSOS 2729028,TUKA TOY
P16.0060,PA,59.99,180.0,PELUCIA GALAXIAS DIVERSOS 2729028,TUKA TOY
P16.0060,MT,59.99,180.0,PELUCIA GALAXIAS DIVERSOS 2729028,TUKA TOY
P16.0061,GO,24.01,71.0,PELUCIA CENTOPEIA H10044,TUKA TOY
P16.0061,TO,24.25,73.0,PELUCIA CENTOPEIA H10044,TUKA TOY
P16.0061,PA,24.01,73.0,PELUCIA CENTOPEIA H10044,TUKA TOY
P16.0061,MT,24.01,73.0,PELUCIA CENTOPEIA H10044,TUKA TOY
P16.0062,GO,17.86,53.0,PELUCIA DIVERSOS 14255,TUKA TOY
P16.0062,TO,18.04,55.0,PELUCIA DIVERSOS 14255,TUKA TOY
P16.0062,PA,17.86,55.0,PELUCIA DIVERSOS 14255,TUKA TOY
P16.0062,MT,17.86,55.0,PELUCIA DIVERSOS 14255,TUKA TOY
P16.0063,GO,27.09,78.0,PELUCIA ANJO 55039122,TUKA TOY
P16.0063,TO,27.36,79.0,PELUCIA ANJO 55039122,TUKA TOY
P16.0063,PA,27.09,80.0,PELUCIA ANJO 55039122,TUKA TOY
P16.0063,MT,27.09,80.0,PELUCIA ANJO 55039122,TUKA TOY
P16.0064,GO,32.84,97.0,PELUCIA URSO 332027235,TUKA TOY
P16.0064,TO,33.16,98.0,PELUCIA URSO 332027235,TUKA TOY
P16.0064,PA,32.84,99.0,PELUCIA URSO 332027235,TUKA TOY
P16.0064,MT,32.84,99.0,PELUCIA URSO 332027235,TUKA TOY
P16.0065,GO,35.23,103.0,PELUCIA URSO POLAR 331138735,TUKA TOY
P16.0065,TO,35.59,104.0,PELUCIA URSO POLAR 331138735,TUKA TOY
P16.0065,PA,35.23,105.0,PELUCIA URSO POLAR 331138735,TUKA TOY
P16.0065,MT,35.23,105.0,PELUCIA URSO POLAR 331138735,TUKA TOY
P16.0066,GO,28.32,83.0,PELUCIA GATO 069977,TUKA TOY
P16.0066,TO,28.6,84.0,PELUCIA GATO 069977,TUKA TOY
P16.0066,PA,28.32,85.0,PELUCIA GATO 069977,TUKA TOY
P16.0066,MT,28.32,85.0,PELUCIA GATO 069977,TUKA TOY
P16.0067,GO,30.16,88.0,PELUCIA VACA 331911728,TUKA TOY
P16.0067,TO,30.46,89.0,PELUCIA VACA 331911728,TUKA TOY
P16.0067,PA,30.16,90.0,PELUCIA VACA 331911728,TUKA TOY
P16.0067,MT,30.16,90.0,PELUCIA VACA 331911728,TUKA TOY
P16.0068,GO,31.61,92.0,PELUCIA SAFARI H10042,TUKA TOY
P16.0068,TO,31.92,93.0,PELUCIA SAFARI H10042,TUKA TOY
P16.0068,PA,31.61,94.0,PELUCIA SAFARI H10042,TUKA TOY
P16.0068,MT,31.61,94.0,PELUCIA SAFARI H10042,TUKA TOY
P16.0069,GO,22.05,62.0,PELUCIA VARIADOS 331911925,TUKA TOY
P16.0069,TO,22.27,63.0,PELUCIA VARIADOS 331911925,TUKA TOY
P16.0069,PA,22.05,64.0,PELUCIA VARIADOS 331911925,TUKA TOY
P16.0069,MT,22.05,64.0,PELUCIA VARIADOS 331911925,TUKA TOY
P16.0070,GO,57.84,171.0,PELUCIA ONCA 1410G7,TUKA TOY
P16.0070,TO,58.41,172.0,PELUCIA ONCA 1410G7,TUKA TOY
P16.0070,PA,57.84,173.0,PELUCIA ONCA 1410G7,TUKA TOY
P16.0070,MT,57.84,173.0,PELUCIA ONCA 1410G7,TUKA TOY
P16.0071,GO,120.25,360.0,PELUCIA TIGRE 11314760,TUKA TOY
P16.0071,TO,121.45,361.0,PELUCIA TIGRE 11314760,TUKA TOY
P16.0071,PA,120.25,362.0,PELUCIA TIGRE 11314760,TUKA TOY
P16.0071,MT,120.25,362.0,PELUCIA TIGRE 11314760,TUKA TOY
P16.0072,GO,34.77,103.0,PELUCIA BRILHOSOS 0699116,TUKA TOY
P16.0072,TO,35.12,104.0,PELUCIA BRILHOSOS 0699116,TUKA TOY
P16.0072,PA,34.77,105.0,PELUCIA BRILHOSOS 0699116,TUKA TOY
P16.0072,MT,34.77,105.0,PELUCIA BRILHOSOS 0699116,TUKA TOY
P16.0073,GO,53.22,159.0,PELUCIA GALO H10053,TUKA TOY
P16.0073,TO,53.76,160.0,PELUCIA GALO H10053,TUKA TOY
P16.0073,PA,53.22,161.0,PELUCIA GALO H10053,TUKA TOY
P16.0073,MT,53.22,161.0,PELUCIA GALO H10053,TUKA TOY
P16.0074,GO,140.86,418.0,PELUCIA DINOSSAURO VTK6485,TUKA TOY
P16.0074,TO,142.27,419.0,PELUCIA DINOSSAURO VTK6485,TUKA TOY
P16.0074,PA,140.86,420.0,PELUCIA DINOSSAURO VTK6485,TUKA TOY
P16.0074,MT,140.86,420.0,PELUCIA DINOSSAURO VTK6485,TUKA TOY
P16.0075,GO,35.57,106.0,PELUCIA TIGRE 69939,TUKA TOY
P16.0075,TO,35.93,107.0,PELUCIA TIGRE 69939,TUKA TOY
P16.0075,PA,35.57,108.0,PELUCIA TIGRE 69939,TUKA TOY
P16.0075,MT,35.57,108.0,PELUCIA TIGRE 69939,TUKA TOY
P16.0076,GO,25.86,77.0,PELUCIA CACHORRO 332110026,TUKA TOY
P16.0076,TO,26.11,78.0,PELUCIA CACHORRO 332110026,TUKA TOY
P16.0076,PA,25.86,79.0,PELUCIA CACHORRO 332110026,TUKA TOY
P16.0076,MT,25.86,79.0,PELUCIA CACHORRO 332110026,TUKA TOY
P16.0077,GO,51.38,153.0,PELUCIA BRILHOSO 069994,TUKA TOY
P16.0077,TO,51.89,154.0,PELUCIA BRILHOSO 069994,TUKA TOY
P16.0077,PA,51.38,155.0,PELUCIA BRILHOSO 069994,TUKA TOY
P16.0077,MT,51.38,155.0,PELUCIA BRILHOSO 069994,TUKA TOY
P16.0078,GO,23.55,70.0,PELUCIA CACHORRO 66485325,TUKA TOY
P16.0078,TO,23.78,71.0,PELUCIA CACHORRO 66485325,TUKA TOY
P16.0078,PA,23.55,72.0,PELUCIA CACHORRO 66485325,TUKA TOY
P16.0078,MT,23.55,72.0,PELUCIA CACHORRO 66485325,TUKA TOY
P16.0079,GO,29.82,89.0,PELUCIA TIGRE 558031830,TUKA TOY
P16.0079,TO,30.12,90.0,PELUCIA TIGRE 558031830,TUKA TOY
P16.0079,PA,29.82,91.0,PELUCIA TIGRE 558031830,TUKA TOY
P16.0079,MT,29.82,91.0,PELUCIA TIGRE 558031830,TUKA TOY
K11.0057,GO,62.11,185.0,KIT DE UTENSILIOS DE SILICONE 12PCS OVERT,LION IMPORTS
K11.0057,TO,62.73,186.0,KIT DE UTENSILIOS DE SILICONE 12PCS OVERT,LION IMPORTS
K11.0057,PA,62.11,187.0,KIT DE UTENSILIOS DE SILICONE 12PCS OVERT,LION IMPORTS
K11.0057,MT,62.11,187.0,KIT DE UTENSILIOS DE SILICONE 12PCS OVERT,LION IMPORTS
K11.0058,GO,45.15,115.0,KIT GASTRONOMIA OVERT,LION IMPORTS
K11.0058,TO,45.6,115.0,KIT GASTRONOMIA OVERT,LION IMPORTS
K11.0058,PA,45.15,115.0,KIT GASTRONOMIA OVERT,LION IMPORTS
K11.0058,MT,45.15,115.0,KIT GASTRONOMIA OVERT,LION IMPORTS
T20.0187,GO,18.33,55.0,TESOURA MULTIUSO PROFISSIONAL OVERT,LION IMPORTS
T20.0187,TO,18.51,56.0,TESOURA MULTIUSO PROFISSIONAL OVERT,LION IMPORTS
T20.0187,PA,18.33,29.0,TESOURA MULTIUSO PROFISSIONAL OVERT,LION IMPORTS
T20.0187,MT,18.33,29.0,TESOURA MULTIUSO PROFISSIONAL OVERT,LION IMPORTS
P16.0080,GO,19.34,58.0,PELUCIA ELEFANTE G B60033,BANANA TOYS
P16.0080,TO,19.53,59.0,PELUCIA ELEFANTE G B60033,BANANA TOYS
P16.0080,PA,19.34,60.0,PELUCIA ELEFANTE G B60033,BANANA TOYS
P16.0080,MT,19.34,60.0,PELUCIA ELEFANTE G B60033,BANANA TOYS
P16.0081,GO,19.34,58.0,PELUCIA ELEFANTE NANA B60018,BANANA TOYS
P16.0081,TO,19.53,59.0,PELUCIA ELEFANTE NANA B60018,BANANA TOYS
P16.0081,PA,19.34,60.0,PELUCIA ELEFANTE NANA B60018,BANANA TOYS
P16.0081,MT,19.34,60.0,PELUCIA ELEFANTE NANA B60018,BANANA TOYS
G7.0017,GO,16.27,48.0,GRIP ACADEMIA MB8001,LUI ELETRONICOS
G7.0017,TO,16.44,26.0,GRIP ACADEMIA MB8001,LUI ELETRONICOS
G7.0017,PA,16.27,25.0,GRIP ACADEMIA MB8001,LUI ELETRONICOS
G7.0017,MT,16.27,25.0,GRIP ACADEMIA MB8001,LUI ELETRONICOS
M13.0029,GO,27.31,82.0,MAQUINA BARBA MBT400,LUI ELETRONICOS
M13.0029,TO,27.58,83.0,MAQUINA BARBA MBT400,LUI ELETRONICOS
M13.0029,PA,27.31,84.0,MAQUINA BARBA MBT400,LUI ELETRONICOS
M13.0029,MT,27.31,84.0,MAQUINA BARBA MBT400,LUI ELETRONICOS
M13.0030,GO,21.52,70.0,MAQUINA CABELO MBT300,LUI ELETRONICOS
M13.0030,TO,21.73,71.0,MAQUINA CABELO MBT300,LUI ELETRONICOS
M13.0030,PA,21.52,36.0,MAQUINA CABELO MBT300,LUI ELETRONICOS
M13.0030,MT,21.52,36.0,MAQUINA CABELO MBT300,LUI ELETRONICOS
C3.0297,GO,76.47,228.0,CHAPINHA DE CABELO,LUI ELETRONICOS
C3.0297,TO,77.24,123.0,CHAPINHA DE CABELO,LUI ELETRONICOS
C3.0297,PA,76.47,230.0,CHAPINHA DE CABELO,LUI ELETRONICOS
C3.0297,MT,76.47,230.0,CHAPINHA DE CABELO,LUI ELETRONICOS
E5.0009,GO,106.57,318.0,ESCOVA 2 EM 1,LUI ELETRONICOS
E5.0009,TO,107.64,172.0,ESCOVA 2 EM 1,LUI ELETRONICOS
E5.0009,PA,106.57,320.0,ESCOVA 2 EM 1,LUI ELETRONICOS
E5.0009,MT,106.57,320.0,ESCOVA 2 EM 1,LUI ELETRONICOS
R18.0011,GO,37.34,110.0,REFLETOR 120 LED SOLAR MB5006,LUI ELETRONICOS
R18.0011,TO,37.72,112.0,REFLETOR 120 LED SOLAR MB5006,LUI ELETRONICOS
R18.0011,PA,37.34,59.0,REFLETOR 120 LED SOLAR MB5006,LUI ELETRONICOS
R18.0011,MT,37.34,59.0,REFLETOR 120 LED SOLAR MB5006,LUI ELETRONICOS
M13.0031,GO,59.42,176.0,MINI AR ULTRA MB5029A,LUI ELETRONICOS
M13.0031,TO,60.01,178.0,MINI AR ULTRA MB5029A,LUI ELETRONICOS
M13.0031,PA,59.42,180.0,MINI AR ULTRA MB5029A,LUI ELETRONICOS
M13.0031,MT,59.42,180.0,MINI AR ULTRA MB5029A,LUI ELETRONICOS
M13.0032,GO,76.47,226.0,MICROFONE KARAOKE MB6011,LUI ELETRONICOS
M13.0032,TO,77.24,123.0,MICROFONE KARAOKE MB6011,LUI ELETRONICOS
M13.0032,PA,76.47,230.0,MICROFONE KARAOKE MB6011,LUI ELETRONICOS
M13.0032,MT,76.47,230.0,MICROFONE KARAOKE MB6011,LUI ELETRONICOS
M13.0033,GO,19.28,58.0,MINI TRIPE NEPHOO MB3005,0
M13.0033,TO,19.48,59.0,MINI TRIPE NEPHOO MB3005,0
M13.0033,PA,19.28,60.0,MINI TRIPE NEPHOO MB3005,0
M13.0033,MT,19.28,60.0,MINI TRIPE NEPHOO MB3005,0
P16.0082,GO,6.24,10.0,PET ESCOVA DE BANHO SILICONE,LUI ELETRONICOS
P16.0082,TO,6.3,11.0,PET ESCOVA DE BANHO SILICONE,LUI ELETRONICOS
P16.0082,PA,6.24,12.0,PET ESCOVA DE BANHO SILICONE,LUI ELETRONICOS
P16.0082,MT,6.24,12.0,PET ESCOVA DE BANHO SILICONE,LUI ELETRONICOS
C3.0293,GO,24.82,80.0,CAPA DE MAQUINA LONA,ALESSANDRA
C3.0293,TO,28.12,82.0,CAPA DE MAQUINA LONA,ALESSANDRA
C3.0293,PA,27.78,84.0,CAPA DE MAQUINA LONA,ALESSANDRA
C3.0293,MT,27.84,84.0,CAPA DE MAQUINA LONA,ALESSANDRA
C3.0258,GO,66.85,212.0,COOLER TERMICO 30 LATAS,PEDREIRA
C3.0258,TO,73.14,214.0,COOLER TERMICO 30 LATAS,PEDREIRA
C3.0258,PA,73.0,216.0,COOLER TERMICO 30 LATAS,PEDREIRA
C3.0258,MT,66.85,216.0,COOLER TERMICO 30 LATAS,PEDREIRA
K11.0059,GO,33.74,108.0,KIT POTE COLORS 2LT 6PCS,PEDREIRA
K11.0059,TO,34.08,110.0,KIT POTE COLORS 2LT 6PCS,PEDREIRA
K11.0059,PA,33.74,112.0,KIT POTE COLORS 2LT 6PCS,PEDREIRA
K11.0059,MT,33.74,112.0,KIT POTE COLORS 2LT 6PCS,PEDREIRA
K11.0060,GO,31.31,92.0,KIT POTE COLORS 2LT 5PCS,PEDREIRA
K11.0060,TO,31.62,94.0,KIT POTE COLORS 2LT 5PCS,PEDREIRA
K11.0060,PA,31.31,96.0,KIT POTE COLORS 2LT 5PCS,PEDREIRA
K11.0060,MT,31.31,96.0,KIT POTE COLORS 2LT 5PCS,PEDREIRA
K11.0061,GO,25.47,92.0,KIT POTE BLACK 2LT 5PCS,PEDREIRA
K11.0061,TO,25.72,94.0,KIT POTE BLACK 2LT 5PCS,PEDREIRA
K11.0061,PA,25.47,96.0,KIT POTE BLACK 2LT 5PCS,PEDREIRA
K11.0061,MT,25.47,96.0,KIT POTE BLACK 2LT 5PCS,PEDREIRA
K11.0062,GO,21.98,62.0,KIT POTE COLORS 1LT 5PCS,PEDREIRA
K11.0062,TO,22.2,64.0,KIT POTE COLORS 1LT 5PCS,PEDREIRA
K11.0062,PA,21.98,66.0,KIT POTE COLORS 1LT 5PCS,PEDREIRA
K11.0062,MT,21.98,66.0,KIT POTE COLORS 1LT 5PCS,PEDREIRA
T20.0185,GO,4.02,16.0,TIGELA MELANINA,ELO IMPORTS
T20.0185,TO,4.06,6.0,TIGELA MELANINA,ELO IMPORTS
T20.0185,PA,4.02,16.0,TIGELA MELANINA,ELO IMPORTS
T20.0185,MT,4.02,16.0,TIGELA MELANINA,ELO IMPORTS
B2.0027,GO,9.32,38.0,BOLA PETISQUEIRA COM SOM,ELO IMPORTS
B2.0027,TO,9.41,15.0,BOLA PETISQUEIRA COM SOM,ELO IMPORTS
B2.0027,PA,9.32,38.0,BOLA PETISQUEIRA COM SOM,ELO IMPORTS
B2.0027,MT,9.32,38.0,BOLA PETISQUEIRA COM SOM,ELO IMPORTS
B2.0028,GO,5.4,22.0,BOLA FUTEBOL LED,ELO IMPORTS
B2.0028,TO,5.46,9.0,BOLA FUTEBOL LED,ELO IMPORTS
B2.0028,PA,5.4,22.0,BOLA FUTEBOL LED,ELO IMPORTS
B2.0028,MT,5.4,22.0,BOLA FUTEBOL LED,ELO IMPORTS
C3.0292,GO,6.7,26.0,COCADINHA PARA GATO,ELO IMPORTS
C3.0292,TO,6.77,11.0,COCADINHA PARA GATO,ELO IMPORTS
C3.0292,PA,6.7,26.0,COCADINHA PARA GATO,ELO IMPORTS
C3.0292,MT,6.7,26.0,COCADINHA PARA GATO,ELO IMPORTS
T20.0186,GO,8.78,14.0,TAPETE OVAL PATINHA,ELO IMPORTS
T20.0186,TO,8.86,14.0,TAPETE OVAL PATINHA,ELO IMPORTS
T20.0186,PA,8.78,14.0,TAPETE OVAL PATINHA,ELO IMPORTS
T20.0186,MT,8.78,14.0,TAPETE OVAL PATINHA,ELO IMPORTS
G7.0016,GO,7.81,32.0,GRAMA HIGIENICA PETS,ELO IMPORTS
G7.0016,TO,7.89,13.0,GRAMA HIGIENICA PETS,ELO IMPORTS
G7.0016,PA,7.81,32.0,GRAMA HIGIENICA PETS,ELO IMPORTS
G7.0016,MT,7.81,32.0,GRAMA HIGIENICA PETS,ELO IMPORTS
M13.0028,GO,15.43,25.0,MACACO AMIGAO,ELO IMPORTS
M13.0028,TO,15.58,25.0,MACACO AMIGAO,ELO IMPORTS
M13.0028,PA,15.43,25.0,MACACO AMIGAO,ELO IMPORTS
M13.0028,MT,15.43,25.0,MACACO AMIGAO,ELO IMPORTS
C3.0298,GO,8.53,9.0,COSME COLA CILIOS MACRILAN CA002B,M R DA COSTA COSMETICOS
C3.0298,TO,8.61,31.0,COSME COLA CILIOS MACRILAN CA002B,M R DA COSTA COSMETICOS
